_id,coc,con,brc,brn,OC,BC,BCM,MBC,SC,SCA,ST,octl,ocal,bctl,bcal,bcmtl,bcmal,mbctl,mbcal,sctl,scal,scatl,scaal,sttl,stal
662a6fae29646f549228417d,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,BY,BIO MEDICAL ENGINEERING  (SS),195,191.5,193.5,188.845,184,164,,17,17,14,14,1,1,10,10,9,9,2,2,0,0
662a6fae29646f549228417e,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CE,CIVIL  ENGINEERING,193,190,192,187,183,173.5,177.5,16,16,14,14,1,1,11,11,8,8,2,2,1,1
662a6fae29646f549228417c,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,199,198.5,199,196,178,192,30,30,26,26,4,4,21,21,15,15,4,4,1,1
662a6fae29646f549228417f,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CS,COMPUTER SCIENCE AND ENGINEERING,200,200,199.5,199.5,198.5,185.5,,15,15,15,15,2,2,9,9,8,8,2,2,0,0
662a6fae29646f5492284180,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,200,199.5,198,198.5,195,186,180.5,15,15,14,14,2,2,10,10,8,8,1,1,1,1
662a6fae29646f5492284189,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,198,197.5,195,195.5,189,176.5,171,15,15,13,13,2,2,11,11,8,8,1,1,1,1
662a6fae29646f5492284183,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),199,198.5,197.5,197,191.5,190,175.5,16,16,14,14,2,2,10,10,9,9,1,1,1,1
662a6fae29646f5492284181,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,GI,GEO INFORMATICS,191,188.5,188.5,187.5,179.5,159.5,155.5,17,17,13,13,2,2,11,11,8,8,1,1,1,1
662a6fae29646f5492284182,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IE,INDUSTRIAL ENGINEERING,189,184.5,185.5,179.5,169.5,148,,15,15,14,14,2,2,10,10,9,9,2,2,0,0
662a6fae29646f5492284184,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IM,INFORMATION TECHNOLOGY (SS),199,198.5,198,198,191.5,176,182.5,32,32,27,27,3,3,20,20,16,16,3,3,1,1
662a6fae29646f5492284185,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MA,MATERIAL SCIENCE AND ENGINEERING (SS),187.5,182,184,176.5,171.5,173,,8,8,7,7,1,1,6,6,3,3,1,1,0,0
662a6fae29646f5492284186,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,ME,MECHANICAL ENGINEERING,195.5,193.5,191,191.5,182.5,168,,33,33,29,29,4,4,21,21,15,15,4,4,0,0
662a6fae29646f5492284188,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MI,MINING ENGINEERING,187,181.5,174,175,170.5,163,,8,8,7,7,1,1,6,6,3,3,1,1,0,0
662a6fae29646f5492284187,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MN,MANUFACTURING ENGINEERING,186,179,182,179.89,165,136.5,135,15,15,14,14,2,2,11,11,9,9,1,1,1,1
662a6fae29646f549228418b,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,PT,PRINTING AND PACKING TECHNOLOGY,181.955,170.5,173,171.5,162,131,,17,17,15,15,2,2,10,10,8,8,2,2,0,0
662a6fae29646f549228418a,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XC,CIVIL ENGINEERING (TAMIL MEDIUM),180.5,174,161,165.5,166,157.5,,9,9,7,7,1,1,6,6,3,3,1,1,0,0
662a6fae29646f549228418c,1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),180,175.5,175.5,168,166,,134.5,9,9,6,6,1,1,6,6,4,4,0,0,1,1
662a6fae29646f549228418d,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,AP,APPAREL TECHNOLOGY (SS),166.5,156,160,152,141.5,118,129,8,8,6,6,1,1,5,5,4,4,1,1,1,1
662a6fae29646f549228418e,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CH,CHEMICAL  ENGINEERING,192.5,190,187,184.5,177,171.29,,16,16,13,13,2,2,10,10,8,8,2,2,0,0
662a6fae29646f5492284190,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CL,CHEMICAL  ENGINEERING (SS),189.5,185.5,185.5,182.5,164,151,140.5,17,17,14,14,1,1,11,11,8,8,1,1,1,1
662a6fae29646f549228418f,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CR,CERAMIC TECHNOLOGY (SS),170.5,157.5,152,155.5,146.5,140,,16,16,15,15,2,2,10,10,9,9,1,1,1,0
662a6fae29646f5492284191,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,FOOD TECHNOLOGY (SS),189,177.615,178.5,175,167.5,176.47,,11,11,9,9,1,1,8,8,5,5,1,1,0,0
662a6fae29646f5492284192,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,190,187,186,181.5,185,152.5,,9,9,8,8,1,1,5,5,3,3,1,1,0,0
662a6fae29646f5492284193,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),186,184.5,182.5,177,179.5,,144,6,6,4,4,1,1,4,4,2,2,0,0,1,1
662a6fae29646f5492284194,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,LEATHER TECHNOLOGY,168,156.5,161,153.5,143.5,141.5,147.5,17,17,15,15,1,1,10,10,8,8,2,2,1,1
662a6fae29646f5492284195,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,PHARMACEUTICAL TECHNOLOGY (SS),181,171,166.5,169,167,125.5,,17,17,14,14,2,2,11,11,7,7,2,2,0,0
662a6fae29646f5492284196,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),176.5,168.5,173.5,163,150.5,137.5,,16,16,14,14,2,2,11,11,9,9,2,2,0,0
662a6fae29646f5492284197,2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,TEXTILE TECHNOLOGY,169.5,160.5,153,162.5,142,144,,16,16,14,14,2,2,11,11,7,7,2,2,0,0
662a6fae29646f5492284198,3,School of Architecture and Planning  Anna University Chennai 600025,BP,B.Plan,183,177.5,176,167.5,163.5,,157.5,11,11,9,9,2,2,8,8,5,5,0,0,1,1
662a6fae29646f5492284199,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,AERONAUTICAL ENGINEERING,195,192.5,191.5,191,184.545,159.5,,16,16,13,13,2,2,11,11,8,8,2,2,0,0
662a6fae29646f549228419a,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198,197,196,197,188.5,187,175.5,17,17,14,14,2,2,10,10,8,8,1,1,1,1
662a6fae29646f549228419b,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,190,180.5,188,183,172,163.405,136.5,17,17,14,14,2,2,11,11,8,8,1,1,1,1
662a6fae29646f549228419c,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198,197,197,190,,175,16,16,13,13,2,2,11,11,9,9,0,0,1,1
662a6fae29646f549228419d,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,199,198.5,198,197.5,193.5,188,179.5,16,16,12,12,2,2,10,10,8,8,2,2,1,1
662a6fae29646f549228419e,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,197.5,197,196.5,190.5,178.5,168.5,15,15,14,14,1,1,9,9,8,8,2,2,1,1
662a6fae29646f549228419f,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,195.5,193.5,192,193,180.5,174,,17,17,15,15,2,2,10,10,7,7,2,2,0,0
662a6fae29646f54922841a0,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197,197,195.5,196,188.5,175,,17,17,12,12,2,2,11,11,6,6,2,2,0,0
662a6fae29646f54922841a1,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),197.5,197,196,196.5,189,179.5,,32,32,27,27,4,4,21,21,17,17,3,3,0,0
662a6fae29646f54922841a7,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,185.5,180,177.5,177,167.5,149,,16,16,15,15,2,2,9,9,8,8,2,2,0,0
662a6fae29646f54922841a2,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),195.5,193.5,193.5,193,186.5,164,138,7,7,8,8,1,1,5,5,3,3,1,1,1,1
662a6fae29646f54922841a3,4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,RUBBER AND PLASTIC TECHNOLOGY,177.5,172.5,167.5,165,152.5,140.5,,17,17,15,15,1,1,11,11,9,9,2,2,0,0
662a6fae29646f54922841a5,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),167.5,133,148.5,143.5,141.5,100.5,,16,16,15,15,2,2,11,11,8,8,2,2,0,0
662a6fae29646f54922841a4,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CE,CIVIL  ENGINEERING,128,,,97,108,127.5,,17,17,13,0,1,0,11,11,9,9,1,1,1,0
662a6fae29646f54922841a6,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),160.5,136,147.5,140.5,135.5,,,17,17,15,15,2,2,11,11,8,8,1,0,1,0
662a6fae29646f54922841a8,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CH,CHEMICAL  ENGINEERING,133.5,87.5,103.5,88,110.5,,,33,33,28,15,5,5,21,17,17,17,3,0,1,0
662a6fae29646f54922841a9,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,163,142,149.5,142.5,142.5,117,123.5,32,32,29,29,4,4,21,21,17,17,3,3,1,1
662a6fae29646f54922841aa,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CZ,CIVIL AND STRUCTUTURAL ENGINEERING,109.5,,,107.5,97.5,,,17,17,15,0,2,0,11,2,7,7,2,0,1,0
662a6fae29646f54922841ab,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,158,128.5,137.5,140.5,134,103,132.5,18,18,14,14,2,2,11,11,7,7,2,2,1,1
662a6fae29646f54922841ac,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,133,89.5,,109,114,,,34,34,28,16,4,0,23,23,16,16,3,0,1,0
662a6fae29646f54922841ad,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,128,96.5,118.5,105,104,,,17,17,15,3,2,2,11,11,8,8,2,0,0,0
662a6fae29646f54922841ae,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,IT,INFORMATION TECHNOLOGY,158,130,141.5,140.5,135,120,,32,32,28,28,4,4,22,22,17,17,4,1,0,0
662a6fae29646f54922841af,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ME,MECHANICAL ENGINEERING,117.5,93.5,104,96,83,93,,34,34,29,6,3,2,21,14,17,16,4,1,1,0
662a6fae29646f54922841b1,5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,MM,MECHANICAL ENGINEERING (MANUFACTURING),98,,,,,,,16,15,15,0,2,0,11,0,8,0,1,0,1,0
662a6fae29646f54922841b0,1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,CS,COMPUTER SCIENCE AND ENGINEERING,177.5,154,158,162.5,138.5,111.5,,16,16,14,14,2,2,11,11,8,8,2,2,0,0
662a6fae29646f54922841b2,1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152.5,135.5,128,146.5,130.5,,,18,18,14,14,2,2,10,10,9,9,2,0,0,0
662a6fae29646f54922841b3,1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,IT,INFORMATION TECHNOLOGY,167,148,144.5,152.5,140.5,,148,16,16,15,15,2,2,11,11,7,7,2,0,1,1
662a6fae29646f54922841b4,1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,ME,MECHANICAL ENGINEERING,132,87,113.5,92,96.5,,,16,16,15,9,2,1,11,10,8,7,1,0,1,0
662a6fae29646f54922841b5,1013,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),100,,,,,,,8,6,6,0,1,0,6,0,5,0,1,0,0,0
662a6fae29646f54922841b6,1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CE,CIVIL  ENGINEERING,119.5,99.5,108.5,88,92.5,,,17,17,15,6,2,2,11,6,7,4,2,0,1,0
662a6fae29646f54922841b7,1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,167,147,132,159.5,135,110.5,125.5,17,17,14,14,2,2,9,9,9,9,1,1,1,1
662a6fae29646f54922841b8,1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.5,133.5,135.5,143.5,123,103.5,,16,16,14,14,2,2,11,11,9,9,2,2,0,0
662a6fae29646f54922841b9,1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,IT,INFORMATION TECHNOLOGY,162,144,135.5,153,133.5,,121.5,17,17,14,14,2,2,11,11,8,8,1,0,1,1
662a6fae29646f54922841ba,1014,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),101.5,,,,,,,9,7,7,0,1,0,6,0,3,0,1,0,0,0
662a6fae29646f54922841bb,1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,147.5,144.5,149.5,134,,,16,16,12,12,2,2,11,11,9,9,0,0,1,0
662a6fae29646f54922841bc,1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143,129,104.5,134.5,108,134,113.5,17,17,15,15,2,2,10,10,8,8,2,1,1,1
662a6fae29646f54922841bd,1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,102.5,,107.5,97.5,,,18,18,14,14,2,0,10,10,8,3,2,0,0,0
662a6fae29646f54922841be,1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,108.5,96.5,,,105,,,15,15,15,3,2,0,12,0,7,1,2,0,1,0
662a6fae29646f54922841bf,1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),87,,,,,,,9,3,7,0,0,0,5,0,5,0,1,0,0,0
662a6fae29646f54922841c0,1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,172.5,154.5,165.5,159,149.5,129,,17,17,15,15,2,2,11,11,8,8,2,2,0,0
662a6fae29646f54922841c1,1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,163,144,158.045,152,140.5,153,,18,18,13,13,2,2,11,11,8,8,1,1,1,0
662a6fae29646f54922841c2,1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149.5,120.5,,130.5,127.5,,,16,16,14,14,2,0,11,11,8,8,2,0,1,0
662a6fae29646f54922841c3,1026,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,131.5,102.5,127,101,95,,,17,17,14,14,1,1,11,9,8,5,1,0,1,0
662a6fae29646f54922841c5,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146,114,143,127.5,121,,,9,9,7,5,1,1,6,3,3,1,1,0,1,0
662a6fae29646f54922841c4,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,CS,COMPUTER SCIENCE AND ENGINEERING,140.5,104.5,138.5,104.5,106,104.5,,17,17,14,14,1,1,11,10,9,6,2,1,0,0
662a6fae29646f54922841c9,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,130.5,112,130,,,,,9,9,6,3,1,1,5,0,4,0,1,0,0,0
662a6fae29646f54922841c7,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120.5,,110.5,104.5,,,,6,6,7,0,1,1,5,1,3,0,1,0,0,0
662a6fae29646f54922841c6,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,IT,INFORMATION TECHNOLOGY,136.5,112,136.5,102,92,,,9,9,8,6,1,1,4,3,3,2,1,0,1,0
662a6fae29646f54922841ca,1101,Aalim Muhammed Salegh College of Engineering  Muthapudupet  Avadi IAF  Chennai 600055,ME,MECHANICAL ENGINEERING,114,,,,,,,7,5,5,0,1,0,5,0,4,0,0,0,0,0
662a6fae29646f54922841cd,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,AE,AERONAUTICAL ENGINEERING,102.5,,,,101,,,8,8,7,0,1,0,6,0,4,1,1,0,0,0
662a6fae29646f54922841c8,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,100.5,93,,96,,,,6,6,4,2,1,0,3,1,3,0,1,0,0,0
662a6fae29646f54922841cb,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CE,CIVIL  ENGINEERING,103,,,,,,,5,2,3,0,0,0,3,0,2,0,1,0,0,0
662a6fae29646f54922841cc,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,CS,COMPUTER SCIENCE AND ENGINEERING,140,115.5,120,111,100.5,,,17,17,15,15,2,2,10,10,8,6,2,0,0,0
662a6fae29646f54922841ce,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,96,88,,88.5,,,,13,13,10,1,2,0,8,1,7,0,1,0,0,0
662a6fae29646f54922841cf,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,95,,,,,,,8,2,8,0,1,0,6,0,3,0,1,0,0,0
662a6fae29646f54922841d0,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,95,87.5,,,92,,,6,6,5,1,0,0,3,0,3,1,1,0,0,0
662a6fae29646f54922841d1,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,IT,INFORMATION TECHNOLOGY,128.5,98.5,127,98.5,107,,,17,17,14,7,1,1,11,7,9,5,1,0,0,0
662a6fae29646f54922841d4,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,ME,MECHANICAL ENGINEERING,88,,,,,,,8,5,8,0,1,0,5,0,3,0,1,0,1,0
662a6fae29646f54922841d2,1106,Jaya Engineering College  Thirunindravur  Chennai 602024,TX,TEXTILE TECHNOLOGY,93.5,,,,,,,5,4,5,0,1,0,4,0,2,0,0,0,1,0
662a6fae29646f54922841d3,1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,CS,COMPUTER SCIENCE AND ENGINEERING,107.5,,,,,,,14,4,13,0,1,0,9,0,7,0,2,0,0,0
662a6fae29646f54922841d5,1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,94,,,,,,,7,2,7,0,1,0,5,0,2,0,1,0,0,0
662a6fae29646f54922841d7,1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,7,0,6,0,1,0,4,0,4,0,0,0,0,0
662a6fae29646f54922841d6,1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,FD,FOOD TECHNOLOGY,107,,,,,,,12,2,9,0,1,0,8,0,5,0,1,0,1,0
662a6fae29646f54922841d8,1107,Jaya Institute of Technology  Kanchipadi Post  Thiruvallur-Tiruttani NH  Road  Thiruvallur District 631204,ME,MECHANICAL ENGINEERING,,,,,,,,7,0,5,0,1,0,4,0,4,0,0,0,1,0
662a6fae29646f54922841d9,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151,133,136,137.5,108,96,,15,15,15,15,2,2,11,11,8,8,2,1,0,0
662a6fae29646f54922841da,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),145,131.5,,133.5,,,,9,9,7,7,1,0,5,5,4,0,1,0,1,0
662a6fae29646f54922841db,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,BT,BIO TECHNOLOGY,124,96.5,,110,109,,,17,17,13,3,2,0,10,4,8,1,2,0,0,0
662a6fae29646f54922841dc,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,CS,COMPUTER SCIENCE AND ENGINEERING,149,136,135,129,114.5,,,25,25,22,22,3,3,17,17,11,11,2,0,0,0
662a6fae29646f54922841dd,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143.5,132.5,,135,108.5,,,8,8,7,7,1,0,6,6,4,4,1,0,1,0
662a6fae29646f54922841de,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130,113,,98.5,96,,,7,7,5,5,1,0,5,3,4,3,0,0,0,0
662a6fae29646f54922841df,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,IT,INFORMATION TECHNOLOGY,144.5,134.5,115,140,102.5,,,9,9,8,8,1,1,4,4,4,4,1,0,0,0
662a6fae29646f54922841e0,1110,Prathyusha Engineering college (Autonomous)  Aranvoyalkuppam  Thiruvallur District 602025,SC,Computer Science and Engineering (Cyber Security),146.5,132,,121.5,85,,,8,8,7,7,0,0,6,6,4,4,1,0,1,0
662a6fae29646f54922841e1,1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AL,Artificial Intelligence and Machine Learning,175.5,170.5,159,164.5,138.5,,,9,9,7,7,1,1,5,5,4,4,1,0,0,0
662a6fae29646f54922841e2,1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,169.5,163,166.5,124,,,8,8,7,7,1,1,6,6,3,3,1,0,1,0
662a6fae29646f54922841e3,1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,181.5,174.5,165,170.5,140,120.5,118.5,33,33,29,29,4,4,21,21,17,17,3,2,1,1
662a6fae29646f54922841e4,1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,171,168.5,162.5,124,,,23,23,22,22,3,3,16,16,12,12,2,0,1,0
662a6fae29646f54922841e5,1112,R M D Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,178.5,171.5,173,169,129.5,107.5,,7,7,7,7,1,1,6,6,5,5,1,1,0,0
662a6fae29646f54922841e6,1113,R M K Engineering College (Autonomous)  Kavaraipettai  Gummidipoondi  Thiruvallur District 601206,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,180,175,174.5,145.5,144.5,,16,16,14,14,2,2,11,11,8,8,2,2,1,0
